timestamp,latency_ms,is_incident
2026-07-27 00:00:00,116.71,0
2026-07-27 00:05:00,91.65,0
2026-07-27 00:10:00,126.55,0
2026-07-27 00:15:00,131.0,0
2026-07-27 00:20:00,77.88,0
2026-07-27 00:25:00,87.56,0
2026-07-27 00:30:00,113.32,0
2026-07-27 00:35:00,104.66,0
2026-07-27 00:40:00,110.52,0
2026-07-27 00:45:00,95.12,0
2026-07-27 00:50:00,130.01,0
2026-07-27 00:55:00,127.73,0
2026-07-27 01:00:00,112.45,0
2026-07-27 01:05:00,136.21,0
2026-07-27 01:10:00,121.05,0
2026-07-27 01:15:00,95.41,0
2026-07-27 01:20:00,119.11,0
2026-07-27 01:25:00,93.88,0
2026-07-27 01:30:00,130.8,0
2026-07-27 01:35:00,110.78,0
2026-07-27 01:40:00,108.23,0
2026-07-27 01:45:00,99.1,0
2026-07-27 01:50:00,139.76,0
2026-07-27 01:55:00,109.21,0
2026-07-27 02:00:00,104.1,0
2026-07-27 02:05:00,105.69,0
2026-07-27 02:10:00,124.11,0
2026-07-27 02:15:00,120.62,0
2026-07-27 02:20:00,121.85,0
2026-07-27 02:25:00,122.46,0
2026-07-27 02:30:00,166.93,0
2026-07-27 02:35:00,105.72,0
2026-07-27 02:40:00,103.93,0
2026-07-27 02:45:00,98.65,0
2026-07-27 02:50:00,127.89,0
2026-07-27 02:55:00,140.59,0
2026-07-27 03:00:00,112.68,0
2026-07-27 03:05:00,99.13,0
2026-07-27 03:10:00,99.67,0
2026-07-27 03:15:00,130.35,0
2026-07-27 03:20:00,132.93,0
2026-07-27 03:25:00,128.62,0
2026-07-27 03:30:00,103.81,0
2026-07-27 03:35:00,122.42,0
2026-07-27 03:40:00,120.32,0
2026-07-27 03:45:00,123.0,0
2026-07-27 03:50:00,138.86,0
2026-07-27 03:55:00,124.07,0
2026-07-27 04:00:00,135.22,0
2026-07-27 04:05:00,121.65,0
2026-07-27 04:10:00,127.17,0
2026-07-27 04:15:00,135.87,0
2026-07-27 04:20:00,93.75,0
2026-07-27 04:25:00,115.63,0
2026-07-27 04:30:00,113.11,0
2026-07-27 04:35:00,110.33,0
2026-07-27 04:40:00,118.45,0
2026-07-27 04:45:00,163.83,0
2026-07-27 04:50:00,107.75,0
2026-07-27 04:55:00,150.82,0
2026-07-27 05:00:00,94.18,0
2026-07-27 05:05:00,120.83,0
2026-07-27 05:10:00,133.05,0
2026-07-27 05:15:00,144.59,0
2026-07-27 05:20:00,148.94,0
2026-07-27 05:25:00,152.27,0
2026-07-27 05:30:00,124.92,0
2026-07-27 05:35:00,123.34,0
2026-07-27 05:40:00,157.68,0
2026-07-27 05:45:00,131.61,0
2026-07-27 05:50:00,109.19,0
2026-07-27 05:55:00,112.99,0
2026-07-27 06:00:00,118.45,0
2026-07-27 06:05:00,154.24,0
2026-07-27 06:10:00,146.03,0
2026-07-27 06:15:00,162.69,0
2026-07-27 06:20:00,134.31,0
2026-07-27 06:25:00,150.71,0
2026-07-27 06:30:00,165.57,0
2026-07-27 06:35:00,141.34,0
2026-07-27 06:40:00,163.92,0
2026-07-27 06:45:00,135.43,0
2026-07-27 06:50:00,144.44,0
2026-07-27 06:55:00,145.51,0
2026-07-27 07:00:00,127.06,0
2026-07-27 07:05:00,173.93,0
2026-07-27 07:10:00,148.08,0
2026-07-27 07:15:00,163.34,0
2026-07-27 07:20:00,179.76,0
2026-07-27 07:25:00,180.74,0
2026-07-27 07:30:00,190.22,0
2026-07-27 07:35:00,167.76,0
2026-07-27 07:40:00,160.13,0
2026-07-27 07:45:00,172.41,0
2026-07-27 07:50:00,130.67,0
2026-07-27 07:55:00,138.11,0
2026-07-27 08:00:00,142.99,0
2026-07-27 08:05:00,153.49,0
2026-07-27 08:10:00,199.84,0
2026-07-27 08:15:00,159.97,0
2026-07-27 08:20:00,178.11,0
2026-07-27 08:25:00,243.91,0
2026-07-27 08:30:00,183.34,0
2026-07-27 08:35:00,226.05,0
2026-07-27 08:40:00,169.44,0
2026-07-27 08:45:00,195.6,0
2026-07-27 08:50:00,173.22,0
2026-07-27 08:55:00,195.79,0
2026-07-27 09:00:00,245.13,0
2026-07-27 09:05:00,156.34,0
2026-07-27 09:10:00,233.59,0
2026-07-27 09:15:00,228.26,0
2026-07-27 09:20:00,198.94,0
2026-07-27 09:25:00,172.75,0
2026-07-27 09:30:00,229.81,0
2026-07-27 09:35:00,208.71,0
2026-07-27 09:40:00,242.28,0
2026-07-27 09:45:00,236.03,0
2026-07-27 09:50:00,317.38,0
2026-07-27 09:55:00,230.51,0
2026-07-27 10:00:00,202.48,0
2026-07-27 10:05:00,254.29,0
2026-07-27 10:10:00,259.05,0
2026-07-27 10:15:00,321.55,0
2026-07-27 10:20:00,295.82,0
2026-07-27 10:25:00,274.35,0
2026-07-27 10:30:00,338.38,0
2026-07-27 10:35:00,212.14,0
2026-07-27 10:40:00,236.59,0
2026-07-27 10:45:00,226.96,0
2026-07-27 10:50:00,252.47,0
2026-07-27 10:55:00,213.43,0
2026-07-27 11:00:00,309.5,0
2026-07-27 11:05:00,267.72,0
2026-07-27 11:10:00,215.78,0
2026-07-27 11:15:00,236.3,0
2026-07-27 11:20:00,302.78,0
2026-07-27 11:25:00,335.58,0
2026-07-27 11:30:00,416.81,0
2026-07-27 11:35:00,495.56,0
2026-07-27 11:40:00,318.47,0
2026-07-27 11:45:00,249.22,0
2026-07-27 11:50:00,204.37,0
2026-07-27 11:55:00,317.01,0
2026-07-27 12:00:00,262.75,0
2026-07-27 12:05:00,284.09,0
2026-07-27 12:10:00,275.93,0
2026-07-27 12:15:00,302.17,0
2026-07-27 12:20:00,377.64,0
2026-07-27 12:25:00,322.41,0
2026-07-27 12:30:00,306.19,0
2026-07-27 12:35:00,262.78,0
2026-07-27 12:40:00,235.32,0
2026-07-27 12:45:00,292.74,0
2026-07-27 12:50:00,317.75,0
2026-07-27 12:55:00,442.76,0
2026-07-27 13:00:00,330.9,0
2026-07-27 13:05:00,387.05,0
2026-07-27 13:10:00,297.32,0
2026-07-27 13:15:00,263.52,0
2026-07-27 13:20:00,274.82,0
2026-07-27 13:25:00,287.57,0
2026-07-27 13:30:00,481.55,0
2026-07-27 13:35:00,283.62,0
2026-07-27 13:40:00,382.87,0
2026-07-27 13:45:00,280.13,0
2026-07-27 13:50:00,390.02,0
2026-07-27 13:55:00,353.63,0
2026-07-27 14:00:00,320.83,0
2026-07-27 14:05:00,327.54,0
2026-07-27 14:10:00,293.14,0
2026-07-27 14:15:00,357.12,0
2026-07-27 14:20:00,303.35,0
2026-07-27 14:25:00,263.72,0
2026-07-27 14:30:00,260.83,0
2026-07-27 14:35:00,338.01,0
2026-07-27 14:40:00,434.45,0
2026-07-27 14:45:00,335.7,0
2026-07-27 14:50:00,318.4,0
2026-07-27 14:55:00,341.42,0
2026-07-27 15:00:00,408.89,0
2026-07-27 15:05:00,335.05,0
2026-07-27 15:10:00,297.96,0
2026-07-27 15:15:00,389.92,0
2026-07-27 15:20:00,343.63,0
2026-07-27 15:25:00,417.45,0
2026-07-27 15:30:00,325.63,0
2026-07-27 15:35:00,251.43,0
2026-07-27 15:40:00,243.67,0
2026-07-27 15:45:00,417.17,0
2026-07-27 15:50:00,420.13,0
2026-07-27 15:55:00,296.41,0
2026-07-27 16:00:00,283.88,0
2026-07-27 16:05:00,393.0,0
2026-07-27 16:10:00,245.78,0
2026-07-27 16:15:00,253.51,0
2026-07-27 16:20:00,331.87,0
2026-07-27 16:25:00,273.19,0
2026-07-27 16:30:00,290.7,0
2026-07-27 16:35:00,280.22,0
2026-07-27 16:40:00,304.09,0
2026-07-27 16:45:00,365.49,0
2026-07-27 16:50:00,285.81,0
2026-07-27 16:55:00,312.89,0
2026-07-27 17:00:00,190.87,0
2026-07-27 17:05:00,271.07,0
2026-07-27 17:10:00,232.68,0
2026-07-27 17:15:00,215.33,0
2026-07-27 17:20:00,226.65,0
2026-07-27 17:25:00,247.42,0
2026-07-27 17:30:00,306.63,0
2026-07-27 17:35:00,202.64,0
2026-07-27 17:40:00,255.94,0
2026-07-27 17:45:00,230.75,0
2026-07-27 17:50:00,234.73,0
2026-07-27 17:55:00,294.92,0
2026-07-27 18:00:00,268.2,0
2026-07-27 18:05:00,306.16,0
2026-07-27 18:10:00,231.36,0
2026-07-27 18:15:00,207.43,0
2026-07-27 18:20:00,223.17,0
2026-07-27 18:25:00,239.83,0
2026-07-27 18:30:00,234.17,0
2026-07-27 18:35:00,184.37,0
2026-07-27 18:40:00,225.03,0
2026-07-27 18:45:00,227.87,0
2026-07-27 18:50:00,339.85,0
2026-07-27 18:55:00,299.11,0
2026-07-27 19:00:00,180.72,0
2026-07-27 19:05:00,197.62,0
2026-07-27 19:10:00,157.93,0
2026-07-27 19:15:00,182.5,0
2026-07-27 19:20:00,212.16,0
2026-07-27 19:25:00,245.93,0
2026-07-27 19:30:00,171.44,0
2026-07-27 19:35:00,171.61,0
2026-07-27 19:40:00,129.53,0
2026-07-27 19:45:00,182.86,0
2026-07-27 19:50:00,153.59,0
2026-07-27 19:55:00,166.98,0
2026-07-27 20:00:00,154.93,0
2026-07-27 20:05:00,176.2,0
2026-07-27 20:10:00,129.02,0
2026-07-27 20:15:00,134.31,0
2026-07-27 20:20:00,253.53,0
2026-07-27 20:25:00,135.44,0
2026-07-27 20:30:00,138.52,0
2026-07-27 20:35:00,232.14,0
2026-07-27 20:40:00,278.1,0
2026-07-27 20:45:00,131.99,0
2026-07-27 20:50:00,150.8,0
2026-07-27 20:55:00,169.44,0
2026-07-27 21:00:00,215.1,0
2026-07-27 21:05:00,130.5,0
2026-07-27 21:10:00,147.53,0
2026-07-27 21:15:00,175.48,0
2026-07-27 21:20:00,163.27,0
2026-07-27 21:25:00,139.65,0
2026-07-27 21:30:00,144.41,0
2026-07-27 21:35:00,114.36,0
2026-07-27 21:40:00,138.96,0
2026-07-27 21:45:00,136.95,0
2026-07-27 21:50:00,148.41,0
2026-07-27 21:55:00,127.62,0
2026-07-27 22:00:00,152.16,0
2026-07-27 22:05:00,166.26,0
2026-07-27 22:10:00,141.27,0
2026-07-27 22:15:00,145.13,0
2026-07-27 22:20:00,136.41,0
2026-07-27 22:25:00,134.05,0
2026-07-27 22:30:00,116.81,0
2026-07-27 22:35:00,139.74,0
2026-07-27 22:40:00,128.76,0
2026-07-27 22:45:00,189.64,0
2026-07-27 22:50:00,171.51,0
2026-07-27 22:55:00,137.57,0
2026-07-27 23:00:00,111.14,0
2026-07-27 23:05:00,103.71,0
2026-07-27 23:10:00,156.03,0
2026-07-27 23:15:00,131.24,0
2026-07-27 23:20:00,135.7,0
2026-07-27 23:25:00,90.41,0
2026-07-27 23:30:00,145.48,0
2026-07-27 23:35:00,132.91,0
2026-07-27 23:40:00,99.79,0
2026-07-27 23:45:00,111.41,0
2026-07-27 23:50:00,126.59,0
2026-07-27 23:55:00,121.32,0
2026-07-28 00:00:00,104.82,0
2026-07-28 00:05:00,108.48,0
2026-07-28 00:10:00,105.65,0
2026-07-28 00:15:00,113.68,0
2026-07-28 00:20:00,144.2,0
2026-07-28 00:25:00,69.74,0
2026-07-28 00:30:00,106.12,0
2026-07-28 00:35:00,114.37,0
2026-07-28 00:40:00,116.92,0
2026-07-28 00:45:00,103.73,0
2026-07-28 00:50:00,80.89,0
2026-07-28 00:55:00,117.8,0
2026-07-28 01:00:00,151.64,0
2026-07-28 01:05:00,84.37,0
2026-07-28 01:10:00,130.0,0
2026-07-28 01:15:00,104.97,0
2026-07-28 01:20:00,110.24,0
2026-07-28 01:25:00,92.3,0
2026-07-28 01:30:00,105.14,0
2026-07-28 01:35:00,141.25,0
2026-07-28 01:40:00,124.27,0
2026-07-28 01:45:00,153.01,0
2026-07-28 01:50:00,138.63,0
2026-07-28 01:55:00,121.53,0
2026-07-28 02:00:00,153.91,0
2026-07-28 02:05:00,121.86,0
2026-07-28 02:10:00,130.89,0
2026-07-28 02:15:00,107.07,0
2026-07-28 02:20:00,114.49,0
2026-07-28 02:25:00,99.95,0
2026-07-28 02:30:00,135.66,0
2026-07-28 02:35:00,92.01,0
2026-07-28 02:40:00,131.21,0
2026-07-28 02:45:00,110.36,0
2026-07-28 02:50:00,141.33,0
2026-07-28 02:55:00,131.34,0
2026-07-28 03:00:00,159.62,0
2026-07-28 03:05:00,131.52,0
2026-07-28 03:10:00,87.12,0
2026-07-28 03:15:00,114.55,0
2026-07-28 03:20:00,94.17,0
2026-07-28 03:25:00,106.25,0
2026-07-28 03:30:00,153.6,0
2026-07-28 03:35:00,131.69,0
2026-07-28 03:40:00,103.89,0
2026-07-28 03:45:00,98.53,0
2026-07-28 03:50:00,119.4,0
2026-07-28 03:55:00,95.74,0
2026-07-28 04:00:00,106.05,0
2026-07-28 04:05:00,127.12,0
2026-07-28 04:10:00,148.62,0
2026-07-28 04:15:00,135.32,0
2026-07-28 04:20:00,80.68,0
2026-07-28 04:25:00,129.37,0
2026-07-28 04:30:00,124.72,0
2026-07-28 04:35:00,133.34,0
2026-07-28 04:40:00,166.48,0
2026-07-28 04:45:00,86.34,0
2026-07-28 04:50:00,113.21,0
2026-07-28 04:55:00,140.92,0
2026-07-28 05:00:00,95.91,0
2026-07-28 05:05:00,167.39,0
2026-07-28 05:10:00,138.06,0
2026-07-28 05:15:00,151.52,0
2026-07-28 05:20:00,118.24,0
2026-07-28 05:25:00,152.83,0
2026-07-28 05:30:00,161.21,0
2026-07-28 05:35:00,139.78,0
2026-07-28 05:40:00,140.94,0
2026-07-28 05:45:00,143.02,0
2026-07-28 05:50:00,117.6,0
2026-07-28 05:55:00,134.92,0
2026-07-28 06:00:00,135.99,0
2026-07-28 06:05:00,151.11,0
2026-07-28 06:10:00,170.4,0
2026-07-28 06:15:00,118.75,0
2026-07-28 06:20:00,141.82,0
2026-07-28 06:25:00,191.23,0
2026-07-28 06:30:00,129.4,0
2026-07-28 06:35:00,128.88,0
2026-07-28 06:40:00,156.58,0
2026-07-28 06:45:00,177.61,0
2026-07-28 06:50:00,154.51,0
2026-07-28 06:55:00,197.99,0
2026-07-28 07:00:00,183.85,0
2026-07-28 07:05:00,185.4,0
2026-07-28 07:10:00,178.03,0
2026-07-28 07:15:00,247.79,0
2026-07-28 07:20:00,158.88,0
2026-07-28 07:25:00,116.29,0
2026-07-28 07:30:00,225.25,0
2026-07-28 07:35:00,157.26,0
2026-07-28 07:40:00,176.2,0
2026-07-28 07:45:00,221.4,0
